-53.1577	0.522234	0.250462
-53.8654	0.446012	0.174576
-54.4339	0.368541	0.220552
-54.3567	0.371822	0.114903
-54.5946	0.33828	0.163144
-53.3551	0.537943	0.243421
-53.0815	0.54533	0.32576
-52.8076	0.523813	0.154828
-53.7519	0.508641	0.18028
-51.4686	0.671449	0.279977
-51.3686	0.671876	0.205377
-53.2446	0.471157	0.167196
-52.0111	0.581074	0.317414
-22.6958	0.948902	0.266899
-2.56321	0.956076	0.378408
-1.97518	0.978024	0.599076
-3.08696	0.977595	0.666139
-6.22367	0.959764	0.659689
-9.63029	0.791183	0.493235
-9.30634	0.270874	0.277214
-8.33296	0.105534	0.23604
-9.57854	-0.145522	0.176357
-15.4745	-0.157376	0.211717
-18.2736	-0.15551	0.141984
-12.5467	0.547959	0.24161
-4.08602	0.960165	0.655554
-0.319479	0.977333	0.723996
-3.24221	0.972513	0.644528
-6.65819	0.964436	0.684923
-4.86678	0.978377	0.712445
-3.08614	0.977172	0.718434
-2.75953	0.977207	0.72817
-3.55439	0.975356	0.738935
-3.37073	0.962509	0.707699
-3.80783	0.963416	0.73401
-5.13594	0.969477	0.738537
-6.8842	0.974267	0.754278
-7.80436	0.974148	0.75379
-8.71645	0.970308	0.73576
-9.18566	0.968522	0.740469
-9.08595	0.957787	0.728636
-7.29914	0.954242	0.706618
-4.31102	0.962992	0.727035
-1.88993	0.967215	0.754252
-0.527031	0.960371	0.766271
-1.34876	0.973359	0.787867
-3.81625	0.972048	0.730404
-10.2156	0.904122	0.526443
-14.5188	0.32387	0.124531
-14.2055	0.200603	0.205828
-13.0849	0.123829	0.154498
-13.7533	0.386048	0.288735
-8.81116	0.852061	0.245186
-8.44473	0.945449	0.249716
-14.0689	0.950777	0.376603
-15.9053	0.906589	0.186507
-18.2908	0.790281	0.243914
-18.9064	0.868484	0.129291
-5.10091	0.977872	0.31391
-4.02782	0.978072	0.48958
-5.9169	0.980835	0.530074
-10.409	0.984393	0.50351
-14.8442	0.9709	0.332954
-14.2372	0.625772	0.190194
-10.0718	0.447782	0.221893
-9.67019	0.396304	0.249476
-7.08546	0.318893	0.300706
-5.52223	0.285736	0.258692
-7.50067	0.232204	0.265973
-12.5004	0.193209	0.201055
-19.4455	0.16017	0.261154
-19.8296	0.108828	0.213642
-15.1175	0.222751	0.279918
-13.7491	0.294865	0.192164
-19.7542	0.778321	0.197349
-4.76499	0.975457	0.410509
-3.80105	0.979633	0.433427
-4.52447	0.981323	0.376402
-7.12998	0.983203	0.463036
-9.46959	0.985414	0.382928
-9.8701	0.990145	0.43956
-10.6731	0.992749	0.484336
-11.9211	0.993468	0.44597
-13.7214	0.994224	0.432454
-15.4862	0.995013	0.471956
-16.0378	0.994635	0.431409
-15.7071	0.989085	0.437824
-12.5734	0.885621	0.342033
-9.71691	0.877246	0.338661
-10.3669	0.952683	0.423215
-10.1975	0.948741	0.438264
-9.57053	0.87868	0.327285
-8.37394	0.963305	0.400756
-7.59076	0.941957	0.440681
-7.53939	0.957321	0.359522
-8.72032	0.947973	0.384789
-10.7759	0.907812	0.379265
-12.6292	0.895111	0.377108
-14.2903	0.91776	0.297383
-17.2038	0.849349	0.286527
-18.9259	0.930325	0.300452
-19.4834	0.922387	0.254483
-20.374	0.918743	0.197025
-20.7248	0.886103	0.318167
-17.5438	0.940046	0.369368
-13.7802	0.949136	0.401547
-11.0789	0.922726	0.421485
-8.36915	0.954631	0.442931
-7.57321	0.964092	0.430184
-7.18802	0.966814	0.45589
-6.03583	0.965655	0.493485
-5.30843	0.954737	0.406816
-5.83459	0.960476	0.510845
-6.9338	0.96109	0.466592
-8.67797	0.966696	0.539136
-13.2807	0.972144	0.547438
-18.6337	0.979108	0.535047
-24.2946	0.983117	0.296482
-26.1959	0.976212	0.352768
-30.8751	0.98562	0.107078
-36.6343	0.980012	0.262627
-31.5226	0.460452	0.144038
-44.0197	0.568175	0.299339
-49.1564	0.785807	0.268454
-54.061	0.327024	0.132511
-54.4381	0.353497	0.151578
-54.643	0.196072	0.222095
-54.1732	0.331247	0.216977
-52.8516	0.429902	0.321214
-53.4638	0.461938	0.264507
-52.1148	0.574882	0.393512
-54.629	0.277018	0.19916
